round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
1,Team 01,Premium Quality,2,1,0,0,0,180,182.18,2.18,17.02,0.0934,8,188.88,184,184,270,68.15,44.31,0.005,182,182.18,173,0,8,9,76,0.9496,32676.48,8153.04,10414.23,206.0,38.92,80.0,936.0,3000.0,0.0,4275.74,0.0,0.0,35432.29,0.0,False,22828.19,9848.29,81.33,69.87,2.0,0.0,0,260,0,184,184,0,,Portfolio forecast WAPE was 9.34% against realized demand. Carried 8 backlog units into next round.
1,Team 02,Sponsorship Growth,3,1,0,0,0,415,263.26,-151.74,151.74,0.5764,14,125.83,384,320,358,89.39,32.64,0.0376,307,263.26,248,0,14,59,0,0.942,31206.56,15536.64,16439.52,354.0,416.26,140.0,2088.0,1500.0,77.0,5481.8,3500.0,0.0,27339.14,3500.0,False,36551.42,-5344.86,-4.78,61.45,2.0,0.0,0,320,0,320,476,0,,"Portfolio forecast WAPE was 57.64% against realized demand. Carried 14 backlog units into next round. Used $3,500.00 of planned borrowing."
1,Team 03,Engineering Challenger,2,1,0,0,0,200,188.02,-11.98,38.44,0.2044,14,167.01,200,200,307,65.15,37.37,0.005,198,188.02,173,0,14,25,90,0.9201,28892.0,8071.92,10649.6,330.0,38.92,140.0,864.0,2500.0,22.0,5778.75,1000.0,0.0,34419.56,1000.0,False,22616.44,6275.56,58.56,61.21,2.0,0.0,0,290,0,200,216,0,,"Portfolio forecast WAPE was 20.44% against realized demand. Carried 14 backlog units into next round. Used $1,000.00 of planned borrowing."
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,223.23,-131.77,131.77,0.5903,0,108.21,348,348,441,78.91,29.52,0.0436,332,223.23,222,0,0,110,72,0.9945,24021.9,9771.12,13405.11,804.0,442.98,0.0,936.0,9000.0,154.0,10659.89,7000.0,0.0,25740.69,7000.0,False,34513.21,-10491.31,1.81,47.84,1.33,10.51,0,420,0,348,331,0,,"Portfolio forecast WAPE was 59.03% against realized demand. Used $7,000.00 of planned borrowing."
1,Team 05,Community / Club,3,1,0,0,0,207,250.75,43.75,64.71,0.2581,45,129.34,225,225,303,74.26,30.48,0.0206,219,250.75,204,33,12,15,75,0.8136,26385.36,5608.32,9100.56,240.0,187.61,120.0,0.0,750.0,0.0,3349.9,0.0,0.0,33418.87,0.0,False,16006.49,10378.87,56.32,57.1,1.67,12.02,0,300,0,225,184,0,,Portfolio forecast WAPE was 25.81% against realized demand. Lost 33 sales units across the portfolio. Carried 12 backlog units into next round.
1,Team 06,Premium Quality,2,1,0,0,0,278,188.56,-89.44,89.44,0.4743,0,168.49,236,236,299,78.93,38.7,0.005,234,188.56,187,0,0,47,24,0.9917,31507.2,11880.9,13745.32,330.0,42.08,0.0,2232.0,4000.0,220.0,6985.12,10000.0,0.0,34640.9,10000.0,False,32450.3,-943.1,31.22,70.81,2.0,0.0,0,260,0,236,307,0,,"Portfolio forecast WAPE was 47.43% against realized demand. Used $10,000.00 of planned borrowing."
2,Team 01,Premium Quality,2,1,0,0,0,180,209.06,29.06,29.06,0.139,34,187.87,184,184,283,65.02,45.38,0.005,182,209.06,182,20,14,9,76,0.8385,34192.8,8349.92,10628.54,206.0,40.95,140.0,936.0,3000.0,0.0,4377.17,0.0,0.0,46323.68,0.0,False,23301.41,10891.39,83.37,70.05,2.0,0.0,9,76,184,184,184,8,,Portfolio forecast WAPE was 13.90% against realized demand. Lost 20 sales units across the portfolio. Carried 14 backlog units into next round.
2,Team 02,Sponsorship Growth,3,1,0,0,0,415,266.3,-148.7,148.7,0.5584,219,112.19,384,0,387,0.0,33.42,0.1059,0,266.3,59,136,83,0,0,0.2105,6619.36,15907.92,0.0,0.0,95.5,830.0,2088.0,1500.0,154.0,1050.0,3500.0,0.0,16883.08,7000.0,True,20575.42,-13956.06,-159.05,28.72,2.0,5.52,59,0,0,0,476,14,,"Portfolio forecast WAPE was 55.84% against realized demand. Lost 136 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
2,Team 03,Engineering Challenger,2,1,0,0,0,200,214.84,14.84,33.02,0.1537,38,165.48,200,200,319,62.7,38.27,0.005,198,214.84,189,14,24,34,106,0.8259,31276.0,8266.32,10876.5,416.0,42.52,240.0,864.0,2500.0,44.0,7506.81,1000.0,0.0,43446.22,2000.0,False,23249.34,8026.66,63.97,61.55,2.0,0.0,25,90,216,200,216,14,,"Portfolio forecast WAPE was 15.37% against realized demand. Lost 14 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
2,Team 04,Low-Cost Volume,3,1,0,0,0,355,251.53,-103.47,119.89,0.4766,13,107.76,348,348,454,76.65,30.23,0.0426,332,251.53,237,0,13,205,55,0.9422,25540.2,10006.13,13698.54,1340.0,457.67,130.0,936.0,9000.0,308.0,18029.34,7000.0,0.0,22404.55,14000.0,True,35876.34,-10336.14,5.81,45.91,1.33,11.52,110,72,331,348,331,0,,"Portfolio forecast WAPE was 47.66% against realized demand. Carried 13 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
