round_number,team_name,product_id,product_name,slot_name,target_segment,lifecycle_stage,age_in_rounds,tech_generation,cannibalization_group,selling_price_per_unit,forecast_units,planned_production_units,actual_production_units,defect_rate,good_units_produced,demand_allocated,actual_demand_units,sales_units,lost_sales_units,ending_inventory,fill_rate,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,revenue,production_cost,holding_cost,warranty_cost,allocated_procurement_cost,allocated_backlog_cost,allocated_expansion_cost,contribution_margin_per_unit,profit_contribution,beginning_inventory,backlog_units_start,backlog_units_end,tech_gap_to_market,tech_attractiveness_adjustment,cannibalization_in_units,cannibalization_out_units,launched_this_round,launch_event,retired_this_round,retirement_liquidation_revenue,notes
1,Team 01,team_01_A,Elite Spin Pro,A,premium,launch,1,3,tour,209.52,85,87,87,0.005,86,94.6,94.6,86,0,0,0.9091,9.6,9.6,0.1129,0.1015,18018.72,5001.63,71.87,19.35,3854.97,80.0,442.57,107.72,6990.48,0,0,8,0,1.0,0.0,0.0,False,,False,0.0,Carried 8 backlog units.
1,Team 01,team_01_B,Control Tour,B,mid,growth,2,2,tour,168.48,95,97,97,0.005,96,87.58,87.58,87,0,9,0.9934,-7.42,7.42,-0.0782,0.0848,14657.76,5412.6,134.13,19.57,4298.07,0.0,493.43,68.37,2857.81,0,0,0,-1,0.854,0.0,0.0,False,,False,0.0,
1,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.14,0.0,0,0,0,-2,0.72,0.0,0.0,False,,False,0.0,
1,Team 02,team_02_A,Momentum Edge,A,mid,launch,1,2,power,128.48,158,146,122,0.0378,117,84.13,84.13,84,0,33,0.9985,-73.87,73.87,-0.4675,0.8781,10792.32,6211.02,198.0,142.9,5923.34,0.0,796.05,44.93,-2958.33,0,0,0,-1,0.854,0.0,0.0,False,,False,0.0,Production capped from 146 to 122 by shared capacity or materials.
1,Team 02,team_02_B,Rise Power,B,premium,growth,2,3,power,156.64,112,104,86,0.0334,83,97.43,97.43,83,0,0,0.8519,-14.57,14.57,-0.1301,0.1495,13001.12,4591.54,0.0,124.94,4175.47,140.0,561.15,70.61,2852.88,0,0,14,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 104 to 86 by shared capacity or materials. Carried 14 backlog units.
1,Team 02,team_02_C,Court Wave,C,beginner,growth,3,1,entry,91.52,145,134,112,0.0407,107,81.7,81.7,81,0,26,0.9914,-63.3,63.3,-0.4365,0.7747,7413.12,5636.96,156.0,148.42,5437.82,0.0,730.8,8.55,-5162.4,0,0,0,-2,0.913,0.0,0.0,False,,False,0.0,Production capped from 134 to 112 by shared capacity or materials.
1,Team 03,team_03_A,Vector X,A,premium,growth,2,3,engineered,184.0,90,90,90,0.005,89,103.23,103.23,89,0,0,0.8621,13.23,13.23,0.147,0.1282,16376.0,4893.3,81.0,20.02,3632.36,140.0,388.8,92.26,5847.95,0,0,14,0,1.0,0.0,0.0,False,,False,0.0,Carried 14 backlog units.
1,Team 03,team_03_B,Axis Control,B,mid,launch,1,2,engineered,149.0,110,110,110,0.005,109,84.79,84.79,84,0,25,0.9906,-25.21,25.21,-0.2291,0.2973,12516.0,5756.3,249.0,18.9,4439.56,0.0,475.2,59.3,449.61,0,0,0,-1,0.854,0.0,0.0,False,,False,0.0,
1,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.38,0.0,0,0,0,-2,0.913,0.0,0.0,False,,False,0.0,
1,Team 04,team_04_A,Starter Pop,A,beginner,growth,2,1,entry,93.45,144,141,141,0.0442,134,86.35,86.35,86,0,48,0.996,-57.65,57.65,-0.4004,0.6677,8036.7,5345.31,346.34,171.25,3958.99,0.0,379.24,26.02,-5645.75,0,0,0,-2,0.913,8.45,0.0,False,,False,0.0,
1,Team 04,team_04_B,Club Value,B,beginner,maturity,4,1,entry,102.9,125,123,123,0.0403,118,57.13,57.13,57,0,61,0.9978,-67.87,67.87,-0.543,1.1881,5865.3,4718.28,416.9,103.5,3453.59,0.0,330.83,35.02,-5461.04,0,0,0,-2,0.913,0.0,10.51,False,,False,0.0,
1,Team 04,team_04_C,Flex Edge,C,mid,launch,1,2,hybrid,128.1,86,84,84,0.0473,80,79.75,79.75,79,0,1,0.9906,-6.25,6.25,-0.0726,0.0783,10119.9,3341.52,40.76,168.23,2358.55,0.0,225.93,58.8,769.46,0,0,0,-1,0.854,2.05,0.0,False,,False,0.0,
1,Team 05,team_05_A,Club Control,A,mid,growth,3,2,club,134.64,83,90,90,0.0196,88,100.5,100.5,88,9,0,0.8756,17.5,17.5,0.2108,0.1741,11848.32,3639.6,60.0,77.63,2243.33,30.0,0.0,63.72,5497.16,0,0,3,-1,0.854,6.28,0.0,False,,False,0.0,Lost 9 sales units. Carried 3 backlog units.
1,Team 05,team_05_B,Court Starter,B,beginner,maturity,4,1,club,104.04,72,78,78,0.0223,76,61.52,61.52,61,0,15,0.9916,-10.48,10.48,-0.1456,0.1704,6346.44,3096.6,142.0,61.27,1944.22,0.0,0.0,33.86,918.34,0,0,0,-2,0.913,0.0,12.02,False,,False,0.0,
1,Team 05,team_05_C,Club Spin,C,mid,launch,1,2,club,148.92,52,57,57,0.0197,55,88.73,88.73,55,24,0,0.6199,36.73,36.73,0.7063,0.4139,8190.6,2364.36,38.0,48.71,1420.77,90.0,0.0,76.96,3963.37,0,0,9,-1,0.854,5.74,0.0,False,,False,0.0,Lost 24 sales units. Carried 9 backlog units.
1,Team 06,team_06_A,Elite Spin Pro,A,premium,launch,1,3,tour,186.24,132,112,112,0.005,111,96.92,96.92,96,0,15,0.9905,-35.08,35.08,-0.2657,0.3619,17879.04,6643.84,112.78,21.6,5638.39,0.0,1059.25,88.22,2347.15,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,
1,Team 06,team_06_B,Control Tour,B,mid,growth,2,2,tour,149.76,146,124,124,0.005,123,91.64,91.64,91,0,32,0.993,-54.36,54.36,-0.3723,0.5932,13628.16,7101.48,217.22,20.48,6242.51,0.0,1172.75,53.79,-3070.25,0,0,0,-1,0.854,0.0,0.0,False,,False,0.0,
1,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.58,0.0,0,0,0,-2,0.72,0.0,0.0,False,,False,0.0,
