round_number,team_name,product_id,product_name,slot_name,target_segment,lifecycle_stage,age_in_rounds,tech_generation,cannibalization_group,selling_price_per_unit,forecast_units,planned_production_units,actual_production_units,defect_rate,good_units_produced,demand_allocated,actual_demand_units,sales_units,lost_sales_units,ending_inventory,fill_rate,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,revenue,production_cost,holding_cost,warranty_cost,allocated_procurement_cost,allocated_backlog_cost,allocated_expansion_cost,contribution_margin_per_unit,profit_contribution,beginning_inventory,backlog_units_start,backlog_units_end,tech_gap_to_market,tech_attractiveness_adjustment,cannibalization_in_units,cannibalization_out_units,launched_this_round,launch_event,retired_this_round,retirement_liquidation_revenue,notes
1,Team 01,team_01_A,Elite Spin Pro,A,premium,launch,1,3,tour,209.52,85,87,87,0.005,86,116.04,116.04,86,22,0,0.7412,31.04,31.04,0.3651,0.2675,18018.72,4919.85,71.87,19.35,3781.02,80.0,442.57,109.51,7229.02,0,0,8,1,1.065,0.0,0.0,False,,False,0.0,Lost 22 sales units. Carried 8 backlog units.
1,Team 01,team_01_B,Control Tour,B,mid,growth,2,2,tour,168.48,95,97,97,0.005,96,119.96,119.96,96,17,0,0.8003,24.96,24.96,0.2628,0.2081,16174.08,5321.42,80.13,21.6,4215.62,60.0,493.43,70.16,4456.92,0,0,6,0,1.0,0.0,0.0,False,,False,0.0,Lost 17 sales units. Carried 6 backlog units.
1,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.04,0.0,0,0,0,-1,0.908,0.0,0.0,False,,False,0.0,
1,Team 02,team_02_A,Momentum Edge,A,mid,launch,1,2,power,128.48,158,146,122,0.0378,117,118.91,118.91,117,0,0,0.9839,-39.09,39.09,-0.2474,0.3287,15032.16,6097.56,0.0,199.04,5809.01,10.0,796.05,46.49,1612.34,0,0,1,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 146 to 122 by shared capacity or materials. Carried 1 backlog units.
1,Team 02,team_02_B,Rise Power,B,premium,growth,2,3,power,156.64,112,104,86,0.0374,82,121.28,121.28,82,0,0,0.6761,9.28,9.28,0.0828,0.0765,12844.48,4508.98,0.0,138.19,4094.88,390.0,561.15,72.2,2633.03,0,0,39,1,1.065,0.0,0.0,False,,False,0.0,Production capped from 104 to 86 by shared capacity or materials. Carried 39 backlog units.
1,Team 02,team_02_C,Court Wave,C,beginner,growth,3,1,entry,91.52,145,134,112,0.0407,107,110.83,110.83,107,0,0,0.9655,-34.17,34.17,-0.2357,0.3084,9792.64,5532.8,0.0,196.06,5332.87,30.0,730.8,10.11,-2503.48,0,0,3,-1,0.964,0.0,0.0,False,,False,0.0,Production capped from 134 to 112 by shared capacity or materials. Carried 3 backlog units.
1,Team 03,team_03_A,Vector X,A,premium,growth,2,3,engineered,184.0,90,90,90,0.005,89,126.16,126.16,89,18,0,0.7054,36.16,36.16,0.4018,0.2866,16376.0,4810.5,81.0,20.02,3562.38,190.0,388.8,93.9,6031.6,0,0,19,1,1.065,0.0,0.0,False,,False,0.0,Lost 18 sales units. Carried 19 backlog units.
1,Team 03,team_03_B,Axis Control,B,mid,launch,1,2,engineered,149.0,110,110,110,0.005,109,118.02,118.02,109,4,0,0.9236,8.02,8.02,0.0729,0.0679,16241.0,5656.2,99.0,24.53,4354.02,50.0,475.2,60.93,4373.75,0,0,5,0,1.0,0.0,0.0,False,,False,0.0,Lost 4 sales units. Carried 5 backlog units.
1,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.24,0.0,0,0,0,-1,0.964,0.0,0.0,False,,False,0.0,
1,Team 04,team_04_A,Starter Pop,A,beginner,growth,2,1,entry,93.45,144,141,141,0.0442,134,119.89,119.89,119,0,15,0.9925,-24.11,24.11,-0.1674,0.2011,11120.55,5249.43,148.34,236.96,3882.54,0.0,379.24,27.27,-2223.15,0,0,0,-1,0.964,11.55,0.0,False,,False,0.0,
1,Team 04,team_04_B,Club Value,B,beginner,maturity,4,1,entry,102.9,125,123,123,0.0403,118,78.04,78.04,78,0,40,0.9995,-46.96,46.96,-0.3757,0.6018,8026.2,4634.64,290.9,141.63,3386.9,0.0,330.83,36.27,-3002.5,0,0,0,-1,0.964,0.0,14.35,False,,False,0.0,
1,Team 04,team_04_C,Flex Edge,C,mid,launch,1,2,hybrid,128.1,86,84,84,0.0473,80,115.09,115.09,80,0,0,0.6951,29.09,29.09,0.3382,0.2527,10248.0,3283.56,34.76,170.36,2313.01,350.0,225.93,60.06,561.38,0,0,35,0,1.0,2.8,0.0,False,,False,0.0,Carried 35 backlog units.
1,Team 05,team_05_A,Club Control,A,mid,growth,3,2,club,134.64,83,90,90,0.0196,88,142.94,142.94,88,49,0,0.6156,59.94,59.94,0.7222,0.4194,11848.32,3574.8,60.0,77.63,2199.9,50.0,0.0,65.03,5580.62,0,0,5,0,1.0,8.44,0.0,False,,False,0.0,Lost 49 sales units. Carried 5 backlog units.
1,Team 05,team_05_B,Court Starter,B,beginner,maturity,4,1,club,104.04,72,78,78,0.0223,76,82.69,82.69,76,5,0,0.9191,10.69,10.69,0.1484,0.1292,7907.04,3041.22,52.0,76.33,1906.58,10.0,0.0,35.16,2644.27,0,0,1,-1,0.964,0.0,16.16,False,,False,0.0,Lost 5 sales units. Carried 1 backlog units.
1,Team 05,team_05_C,Club Spin,C,mid,launch,1,2,club,148.92,52,57,57,0.0197,55,125.45,125.45,55,64,0,0.4384,73.45,73.45,1.4126,0.5855,8190.6,2323.89,38.0,48.71,1393.27,60.0,0.0,78.26,4058.73,0,0,6,0,1.0,7.72,0.0,False,,False,0.0,Lost 64 sales units. Carried 6 backlog units.
1,Team 06,team_06_A,Elite Spin Pro,A,premium,launch,1,3,tour,186.24,132,112,112,0.0062,111,117.76,117.76,111,0,0,0.9426,-14.24,14.24,-0.1079,0.1209,20672.64,6530.72,22.78,30.93,5530.58,60.0,1059.25,89.97,5513.46,0,0,6,1,1.065,0.0,0.0,False,,False,0.0,Carried 6 backlog units.
1,Team 06,team_06_B,Control Tour,B,mid,growth,2,2,tour,149.76,146,124,124,0.005,123,126.94,126.94,123,0,0,0.9689,-19.06,19.06,-0.1305,0.1501,18420.48,6977.48,25.22,27.68,6123.14,30.0,1172.75,55.53,1989.13,0,0,3,0,1.0,0.0,0.0,False,,False,0.0,Carried 3 backlog units.
1,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.48,0.0,0,0,0,-1,0.908,0.0,0.0,False,,False,0.0,
2,Team 01,team_01_A,Elite Spin Pro,A,premium,growth,2,3,tour,209.52,85,87,87,0.005,86,144.71,144.71,86,58,0,0.5632,59.71,59.71,0.7024,0.4126,18018.72,5022.51,71.87,19.35,3874.11,80.0,442.57,107.26,6978.28,0,8,8,1,1.065,0.0,0.0,False,,False,0.0,Lost 58 sales units. Carried 8 backlog units.
2,Team 01,team_01_B,Control Tour,B,mid,growth,3,2,tour,168.48,95,97,97,0.005,96,139.03,139.03,96,43,0,0.662,44.03,44.03,0.4634,0.3167,16174.08,5434.91,80.13,21.6,4319.41,60.0,493.43,67.92,4294.63,0,6,6,0,1.0,0.0,0.0,False,,False,0.0,Lost 43 sales units. Carried 6 backlog units.
2,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.91,0.0,0,0,0,-1,0.906,0.0,0.0,False,,False,0.0,
2,Team 02,team_02_A,Momentum Edge,A,mid,growth,2,2,power,128.48,158,146,0,0.0338,0,136.98,136.98,0,109,0,0.0,-21.02,21.02,-0.133,0.1534,0.0,0.0,0.0,0.0,0.0,280.0,0.0,84.8,-854.92,0,1,28,0,1.0,3.47,0.0,False,,False,0.0,Production capped from 146 to 0 by shared capacity or materials. Lost 109 sales units. Carried 28 backlog units.
2,Team 02,team_02_B,Rise Power,B,premium,growth,3,3,power,156.64,112,104,0,0.0374,0,127.9,127.9,0,131,0,0.0,15.9,15.9,0.142,0.1243,0.0,0.0,0.0,0.0,0.0,350.0,0.0,112.96,-886.83,0,39,35,1,1.065,3.95,0.0,False,,False,0.0,Production capped from 104 to 0 by shared capacity or materials. Lost 131 sales units. Carried 35 backlog units.
2,Team 02,team_02_C,Court Wave,C,beginner,maturity,4,1,entry,91.52,145,134,0,0.0387,0,92.5,92.5,0,75,0,0.0,-52.5,52.5,-0.362,0.5675,0.0,0.0,0.0,0.0,0.0,200.0,0.0,47.84,-588.25,0,3,20,-1,0.963,0.0,7.42,False,,False,0.0,Production capped from 134 to 0 by shared capacity or materials. Lost 75 sales units. Carried 20 backlog units.
2,Team 03,team_03_A,Vector X,A,premium,growth,3,3,engineered,184.0,90,90,90,0.005,89,146.69,146.69,89,61,0,0.5371,56.69,56.69,0.6299,0.3865,16376.0,4913.1,95.4,20.02,3649.86,150.0,388.8,91.86,5916.08,0,19,15,1,1.065,0.0,0.0,False,,False,0.0,Lost 61 sales units. Carried 15 backlog units.
2,Team 03,team_03_B,Axis Control,B,mid,growth,2,2,engineered,149.0,110,110,110,0.005,109,148.41,148.41,109,35,0,0.7105,38.41,38.41,0.3491,0.2588,16241.0,5781.6,116.6,24.53,4460.94,90.0,475.2,58.89,4034.87,0,5,9,0,1.0,0.0,0.0,False,,False,0.0,Lost 35 sales units. Carried 9 backlog units.
2,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.17,0.0,0,0,0,-1,0.963,0.0,0.0,False,,False,0.0,
2,Team 04,team_04_A,Starter Pop,A,beginner,growth,3,1,entry,93.45,144,141,141,0.0442,134,139.06,139.06,139,0,10,0.9996,-4.94,4.94,-0.0343,0.0355,12989.55,5367.87,104.57,276.78,3977.76,0.0,379.24,25.72,-467.3,15,0,0,-1,0.963,13.39,0.0,False,,False,0.0,
2,Team 04,team_04_B,Club Value,B,beginner,maturity,5,1,entry,102.9,125,123,123,0.0403,118,90.46,90.46,90,0,68,0.9949,-34.54,34.54,-0.2763,0.3818,9261.0,4739.19,446.88,163.42,3469.96,0.0,330.83,34.71,-2068.95,40,0,0,-1,0.963,0.0,16.64,False,,False,0.0,
2,Team 04,team_04_C,Flex Edge,C,mid,growth,2,2,hybrid,128.1,86,84,84,0.0433,80,144.0,144.0,80,63,0,0.4469,58.0,58.0,0.6744,0.4028,10248.0,3355.8,26.55,155.96,2369.73,360.0,225.93,58.49,284.33,0,35,36,0,1.0,3.25,0.0,False,,False,0.0,Lost 63 sales units. Carried 36 backlog units.
2,Team 05,team_05_A,Club Control,A,mid,maturity,4,2,club,134.64,83,90,90,0.0176,88,122.77,122.77,88,36,0,0.6887,39.77,39.77,0.4792,0.324,11848.32,3654.9,27.2,69.71,2253.63,30.0,0.0,63.41,5578.93,0,5,3,0,1.0,5.78,17.54,False,,False,0.0,Lost 36 sales units. Carried 3 backlog units.
2,Team 05,team_05_B,Court Starter,B,beginner,maturity,5,1,club,104.04,72,78,78,0.0223,76,97.95,97.95,76,21,0,0.768,25.95,25.95,0.3604,0.2649,7907.04,3110.64,23.57,76.33,1953.15,10.0,0.0,33.54,2546.7,0,1,1,-1,0.963,0.0,14.93,False,,False,0.0,Lost 21 sales units. Carried 1 backlog units.
2,Team 05,team_05_C,Club Spin,C,mid,growth,2,2,club,148.92,52,57,57,0.0157,56,172.87,172.87,56,114,0,0.3131,120.87,120.87,2.3245,0.6992,8339.52,2374.62,17.23,39.51,1427.3,80.0,0.0,76.64,4071.45,0,6,8,0,1.0,26.69,0.0,False,,False,0.0,Lost 114 sales units. Carried 8 backlog units.
2,Team 06,team_06_A,Elite Spin Pro,A,premium,growth,2,3,tour,186.24,132,112,112,0.005,111,148.78,148.78,111,13,0,0.7171,16.78,16.78,0.1271,0.1128,20672.64,6671.84,90.17,24.98,5666.08,300.0,1059.25,87.78,4860.98,0,6,30,1,1.065,0.0,0.0,False,,False,0.0,Lost 13 sales units. Carried 30 backlog units.
2,Team 06,team_06_B,Control Tour,B,mid,growth,3,2,tour,149.76,146,124,124,0.005,123,148.88,148.88,123,8,0,0.8099,2.88,2.88,0.0197,0.0193,18420.48,7132.48,99.83,27.68,6273.15,200.0,1172.75,53.35,1513.93,0,3,20,0,1.0,0.0,0.0,False,,False,0.0,Lost 8 sales units. Carried 20 backlog units.
2,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.35,0.0,0,0,0,-1,0.906,0.0,0.0,False,,False,0.0,
3,Team 01,team_01_A,Elite Spin Pro,A,premium,growth,3,3,tour,209.52,85,87,87,0.005,86,182.39,182.39,86,94,0,0.4517,97.39,97.39,1.1457,0.534,18018.72,5124.3,71.87,19.35,3966.33,100.0,442.57,105.03,6547.71,0,8,10,1,1.065,12.22,0.0,False,,False,0.0,Lost 94 sales units. Carried 10 backlog units.
3,Team 01,team_01_B,Control Tour,B,mid,maturity,4,2,tour,168.48,95,97,97,0.005,96,130.89,130.89,96,36,0,0.7013,35.89,35.89,0.3777,0.2742,16174.08,5548.4,80.13,21.6,4422.23,40.0,493.43,65.69,4314.88,0,6,4,0,1.0,0.0,12.22,False,,False,0.0,Lost 36 sales units. Carried 4 backlog units.
3,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.78,0.0,0,0,0,-1,0.903,0.0,0.0,False,,False,0.0,
3,Team 02,team_02_A,Momentum Edge,A,mid,growth,3,2,power,128.48,158,146,146,0.0392,140,176.62,176.62,140,24,0,0.6842,18.62,18.62,0.1179,0.1054,17987.2,7519.0,69.96,246.92,6077.28,400.0,793.88,43.4,2245.12,0,28,40,0,1.0,13.46,0.0,False,,False,0.0,Lost 24 sales units. Carried 40 backlog units.
3,Team 02,team_02_B,Rise Power,B,premium,maturity,4,3,power,156.64,112,104,104,0.0408,99,125.36,125.36,99,23,0,0.6174,13.36,13.36,0.1193,0.1066,15507.36,5579.6,49.83,181.94,4329.02,380.0,565.5,69.41,3970.73,0,35,38,1,1.065,2.9,9.22,False,,False,0.0,Lost 23 sales units. Carried 38 backlog units.
