round_number,team_name,product_id,slot_name,product_name,forecast_units,actual_demand_units,actual_sales_units,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value
1,Team 01,team_01_A,A,Elite Spin Pro,85,87.6,86,2.6,2.6,0.0306,0.0297
1,Team 01,team_01_B,B,Control Tour,95,83.64,83,-11.36,11.36,-0.1196,0.1358
1,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
1,Team 02,team_02_A,A,Momentum Edge,158,80.63,80,-77.37,77.37,-0.4897,0.9596
1,Team 02,team_02_B,B,Rise Power,112,90.46,83,-21.54,21.54,-0.1924,0.2382
1,Team 02,team_02_C,C,Court Wave,145,79.75,79,-65.25,65.25,-0.45,0.8181
1,Team 03,team_03_A,A,Vector X,90,95.47,89,5.47,5.47,0.0608,0.0573
1,Team 03,team_03_B,B,Axis Control,110,81.09,81,-28.91,28.91,-0.2629,0.3566
1,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
1,Team 04,team_04_A,A,Starter Pop,144,85.22,85,-58.78,58.78,-0.4082,0.6897
1,Team 04,team_04_B,B,Club Value,125,55.89,55,-69.11,69.11,-0.5529,1.2364
1,Team 04,team_04_C,C,Flex Edge,86,77.21,77,-8.79,8.79,-0.1023,0.1139
1,Team 05,team_05_A,A,Club Control,83,96.78,88,13.78,13.78,0.166,0.1424
1,Team 05,team_05_B,B,Court Starter,72,59.66,59,-12.34,12.34,-0.1713,0.2068
1,Team 05,team_05_C,C,Club Spin,52,85.5,55,33.5,33.5,0.6441,0.3918
1,Team 06,team_06_A,A,Elite Spin Pro,132,89.56,89,-42.44,42.44,-0.3215,0.4739
1,Team 06,team_06_B,B,Control Tour,146,87.54,87,-58.46,58.46,-0.4004,0.6678
1,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
2,Team 01,team_01_A,A,Elite Spin Pro,85,103.27,86,18.27,18.27,0.215,0.1769
2,Team 01,team_01_B,B,Control Tour,95,91.3,91,-3.7,3.7,-0.039,0.0406
2,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
2,Team 02,team_02_A,A,Momentum Edge,158,95.33,37,-62.67,62.67,-0.3966,0.6573
2,Team 02,team_02_B,B,Rise Power,112,89.86,0,-22.14,22.14,-0.1977,0.2464
2,Team 02,team_02_C,C,Court Wave,145,67.01,28,-77.99,77.99,-0.5379,1.1638
2,Team 03,team_03_A,A,Vector X,90,104.4,89,14.4,14.4,0.16,0.1379
2,Team 03,team_03_B,B,Axis Control,110,95.6,95,-14.4,14.4,-0.131,0.1507
2,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
2,Team 04,team_04_A,A,Starter Pop,144,92.44,92,-51.56,51.56,-0.3581,0.5578
2,Team 04,team_04_B,B,Club Value,125,60.61,60,-64.39,64.39,-0.5151,1.0624
2,Team 04,team_04_C,C,Flex Edge,86,90.2,83,4.2,4.2,0.0488,0.0465
2,Team 05,team_05_A,A,Club Control,83,78.12,81,-4.88,4.88,-0.0588,0.0624
2,Team 05,team_05_B,B,Court Starter,72,66.83,66,-5.17,5.17,-0.0719,0.0774
2,Team 05,team_05_C,C,Club Spin,52,111.01,56,59.01,59.01,1.1349,0.5316
2,Team 06,team_06_A,A,Elite Spin Pro,132,105.47,105,-26.53,26.53,-0.201,0.2515
2,Team 06,team_06_B,B,Control Tour,146,95.55,95,-50.45,50.45,-0.3455,0.5279
2,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
3,Team 01,team_01_A,A,Elite Spin Pro,85,126.05,86,41.05,41.05,0.4829,0.3256
3,Team 01,team_01_B,B,Control Tour,95,83.36,83,-11.64,11.64,-0.1225,0.1397
3,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
3,Team 02,team_02_A,A,Momentum Edge,158,109.26,134,-48.74,48.74,-0.3085,0.4461
3,Team 02,team_02_B,B,Rise Power,112,85.56,100,-26.44,26.44,-0.2361,0.3091
3,Team 02,team_02_C,C,Court Wave,145,75.41,92,-69.59,69.59,-0.4799,0.9228
3,Team 03,team_03_A,A,Vector X,90,97.45,89,7.45,7.45,0.0828,0.0765
3,Team 03,team_03_B,B,Axis Control,110,116.36,116,6.36,6.36,0.0579,0.0547
3,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
3,Team 04,team_04_A,A,Starter Pop,144,85.6,85,-58.4,58.4,-0.4056,0.6823
3,Team 04,team_04_B,B,Club Value,125,72.11,72,-52.89,52.89,-0.4231,0.7333
3,Team 04,team_04_C,C,Flex Edge,86,104.72,80,18.72,18.72,0.2177,0.1788
3,Team 05,team_05_A,A,Club Control,83,87.42,87,4.42,4.42,0.0533,0.0506
3,Team 05,team_05_B,B,Court Starter,72,74.7,74,2.7,2.7,0.0375,0.0361
3,Team 05,team_05_C,C,Club Spin,52,124.2,53,72.2,72.2,1.3885,0.5813
3,Team 06,team_06_A,A,Elite Spin Pro,132,129.22,129,-2.78,2.78,-0.0211,0.0215
3,Team 06,team_06_B,B,Control Tour,146,86.58,86,-59.42,59.42,-0.407,0.6863
3,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 01,team_01_A,A,Elite Spin Pro,85,122.19,86,37.19,37.19,0.4375,0.3043
4,Team 01,team_01_B,B,Control Tour,95,100.03,100,5.03,5.03,0.053,0.0503
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 02,team_02_A,A,Momentum Edge,158,109.28,109,-48.72,48.72,-0.3084,0.4458
4,Team 02,team_02_B,B,Rise Power,112,100.78,100,-11.22,11.22,-0.1002,0.1113
4,Team 02,team_02_C,C,Court Wave,145,100.5,100,-44.5,44.5,-0.3069,0.4428
4,Team 03,team_03_A,A,Vector X,90,114.33,54,24.33,24.33,0.2703,0.2128
4,Team 03,team_03_B,B,Axis Control,110,115.39,101,5.39,5.39,0.049,0.0467
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 04,team_04_A,A,Starter Pop,144,111.6,111,-32.4,32.4,-0.225,0.2903
4,Team 04,team_04_B,B,Club Value,115,75.53,75,-39.47,39.47,-0.3432,0.5226
4,Team 04,team_04_C,C,Flex Edge,86,104.91,80,18.91,18.91,0.2198,0.1802
4,Team 05,team_05_A,A,Club Control,83,97.85,5,14.85,14.85,0.1789,0.1518
4,Team 05,team_05_B,B,Court Starter,66,79.13,26,13.13,13.13,0.1989,0.1659
4,Team 05,team_05_C,C,Club Spin,52,105.98,0,53.98,53.98,1.0381,0.5094
4,Team 06,team_06_A,A,Elite Spin Pro,132,127.13,88,-4.87,4.87,-0.0369,0.0383
4,Team 06,team_06_B,B,Control Tour,146,105.37,105,-40.63,40.63,-0.2783,0.3856
4,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
