round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
1,Team 01,Premium Quality,2,1,0,0,0,180,161.42,-18.58,18.58,0.1151,0,188.87,184,184,270,68.15,43.89,0.005,182,161.42,161,0,0,21,76,0.9974,30408.48,8075.76,8872.45,278.0,36.23,0.0,936.0,3000.0,0.0,5269.95,0.0,0.0,34794.04,0.0,False,21198.44,9210.04,83.38,71.23,2.0,0.0,0,260,0,184,184,0,,Portfolio forecast WAPE was 11.51% against realized demand.
1,Team 02,Sponsorship Growth,3,1,0,0,0,415,230.91,-184.09,184.09,0.7972,0,127.27,384,320,358,89.39,32.33,0.0387,306,230.91,230,0,0,76,0,0.9961,29272.32,15389.08,15495.6,456.0,399.14,0.0,2088.0,1500.0,77.0,6662.28,3500.0,0.0,26551.5,3500.0,False,35404.82,-6132.5,-8.75,62.38,2.0,0.0,0,320,0,320,476,0,,"Portfolio forecast WAPE was 79.72% against realized demand. Used $3,500.00 of planned borrowing."
1,Team 03,Engineering Challenger,2,1,0,0,0,200,166.11,-33.89,33.89,0.204,0,167.45,200,200,307,65.15,37.01,0.005,198,166.11,165,0,0,33,90,0.9933,27630.0,7994.16,9363.7,378.0,37.12,0.0,864.0,2500.0,22.0,6247.24,1000.0,0.0,34615.02,1000.0,False,21158.98,6471.02,62.03,63.17,2.0,0.0,0,290,0,200,216,0,,"Portfolio forecast WAPE was 20.40% against realized demand. Used $1,000.00 of planned borrowing."
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,198.28,-156.72,156.72,0.7904,0,108.82,348,348,441,78.91,29.24,0.0436,332,198.28,197,0,0,135,72,0.9935,21436.8,9678.44,12158.55,954.0,393.91,0.0,936.0,9000.0,154.0,11819.36,7000.0,0.0,24393.9,7000.0,False,33274.9,-11838.1,-4.03,47.64,1.33,9.03,0,420,0,348,331,0,,"Portfolio forecast WAPE was 79.04% against realized demand. Used $7,000.00 of planned borrowing."
1,Team 05,Community / Club,3,1,0,0,0,207,228.37,21.37,60.23,0.2637,32,130.51,225,225,303,74.26,30.19,0.0206,219,228.37,195,20,12,24,75,0.8539,25449.0,5554.96,8271.36,294.0,178.57,120.0,0.0,750.0,0.0,3871.09,0.0,0.0,33320.11,0.0,False,15168.89,10280.11,58.69,58.5,1.67,10.28,0,300,0,225,184,0,,Portfolio forecast WAPE was 26.37% against realized demand. Lost 20 sales units across the portfolio. Carried 12 backlog units into next round.
1,Team 06,Premium Quality,2,1,0,0,0,278,166.91,-111.09,111.09,0.6656,0,167.56,236,236,299,78.93,38.33,0.0056,234,166.91,166,0,0,68,24,0.9945,27815.04,11767.31,12231.0,456.0,41.69,0.0,2232.0,4000.0,220.0,8550.55,10000.0,0.0,32451.04,10000.0,False,30948.0,-3132.96,22.74,71.11,2.0,0.0,0,260,0,236,307,0,,"Portfolio forecast WAPE was 66.56% against realized demand. Used $10,000.00 of planned borrowing."
2,Team 01,Premium Quality,2,1,0,0,0,180,181.02,1.02,15.22,0.0841,1,189.57,184,184,283,65.02,44.95,0.005,182,181.02,179,0,1,24,76,0.9888,33933.6,8270.8,9087.73,296.0,40.27,10.0,936.0,3000.0,0.0,5680.36,0.0,0.0,47086.84,0.0,False,21640.8,12292.8,92.37,76.3,2.0,0.0,21,76,184,184,184,0,,Portfolio forecast WAPE was 8.41% against realized demand. Carried 1 backlog units into next round.
2,Team 02,Sponsorship Growth,3,1,0,0,0,415,232.32,-182.68,182.68,0.7863,154,110.49,384,0,387,0.0,33.11,0.1099,0,232.32,76,71,83,0,0,0.3271,8396.96,15760.36,0.0,0.0,123.8,830.0,2088.0,1500.0,154.0,1050.0,3500.0,0.0,17992.3,7000.0,True,20456.16,-12059.2,-98.52,32.35,2.0,4.77,76,0,0,0,476,0,,"Portfolio forecast WAPE was 78.63% against realized demand. Lost 71 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
2,Team 03,Engineering Challenger,2,1,0,0,0,200,186.34,-13.66,22.12,0.1187,3,166.4,200,200,319,62.7,37.91,0.005,198,186.34,183,0,3,48,106,0.9821,30452.0,8188.56,9590.6,500.0,41.18,30.0,864.0,2500.0,44.0,8439.88,1000.0,0.0,44308.68,2000.0,False,21758.34,8693.66,69.03,68.06,2.0,0.0,33,90,216,200,216,0,,"Portfolio forecast WAPE was 11.87% against realized demand. Carried 3 backlog units into next round. Used $1,000.00 of planned borrowing."
2,Team 04,Low-Cost Volume,3,1,0,0,0,355,218.42,-136.58,136.84,0.6265,0,109.45,348,348,454,76.65,29.95,0.0426,332,218.42,217,0,0,250,55,0.9935,23749.95,9913.45,12454.62,1610.0,419.39,0.0,936.0,9000.0,308.0,20182.03,7000.0,0.0,20502.39,14000.0,True,34641.46,-10891.51,4.44,46.67,1.33,9.65,135,72,331,348,331,0,,"Portfolio forecast WAPE was 62.65% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
