round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
1,Team 01,Premium Quality,2,1,0,0,0,180,160.75,-19.25,19.25,0.1198,0,188.74,184,184,270,68.15,50.28,0.005,182,160.75,160,0,0,22,76,0.9953,30198.96,9251.52,10164.9,284.0,36.01,0.0,936.0,3000.0,0.0,6142.81,0.0,0.0,32110.53,0.0,False,23672.43,6526.53,67.17,70.9,2.0,0.0,0,260,0,184,184,0,,Portfolio forecast WAPE was 11.98% against realized demand.
1,Team 02,Sponsorship Growth,3,1,0,0,0,415,236.15,-178.85,178.85,0.7574,0,126.23,384,320,358,89.39,37.03,0.0441,304,236.15,235,0,0,69,0,0.9951,29664.8,17626.28,17751.26,414.0,465.45,0.0,2088.0,1500.0,77.0,6907.69,3500.0,0.0,22426.81,3500.0,False,39921.99,-10257.19,-26.29,61.76,2.0,0.0,0,320,0,320,476,0,,"Portfolio forecast WAPE was 75.74% against realized demand. Used $3,500.00 of planned borrowing."
1,Team 03,Engineering Challenger,2,1,0,0,0,200,165.1,-34.9,34.9,0.2114,0,167.14,200,200,307,65.15,42.4,0.0065,198,165.1,164,0,0,34,90,0.9933,27411.0,9158.4,10726.9,384.0,46.47,0.0,864.0,2500.0,22.0,7231.17,1000.0,0.0,31853.23,1000.0,False,23701.77,3709.23,45.61,62.67,2.0,0.0,0,290,0,200,216,0,,"Portfolio forecast WAPE was 21.14% against realized demand. Used $1,000.00 of planned borrowing."
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,213.08,-141.92,141.92,0.666,0,108.3,348,348,441,78.91,33.5,0.0478,330,213.08,211,0,0,119,72,0.9902,22852.2,11088.5,13929.03,858.0,460.57,0.0,936.0,9000.0,154.0,12211.59,7000.0,0.0,22658.1,7000.0,False,36426.1,-13573.9,-12.45,47.21,1.33,9.86,0,420,0,348,331,0,,"Portfolio forecast WAPE was 66.60% against realized demand. Used $7,000.00 of planned borrowing."
1,Team 05,Community / Club,3,1,0,0,0,207,235.73,28.73,59.77,0.2536,37,129.95,225,225,303,74.26,34.58,0.025,217,235.73,198,25,12,19,75,0.8399,25730.52,6362.72,9476.7,264.0,221.49,120.0,0.0,750.0,0.0,4050.77,0.0,0.0,31575.61,0.0,False,17194.91,8535.61,48.84,57.39,1.67,11.04,0,300,0,225,184,0,,Portfolio forecast WAPE was 25.36% against realized demand. Lost 25 sales units across the portfolio. Carried 12 backlog units into next round.
1,Team 06,Premium Quality,2,1,0,0,0,278,165.19,-112.81,112.81,0.6829,0,167.33,236,236,299,78.93,43.91,0.0094,233,165.19,164,0,0,69,24,0.9928,27442.56,13480.37,14012.32,462.0,69.27,0.0,2232.0,4000.0,220.0,9680.45,10000.0,0.0,28550.6,10000.0,False,34475.96,-7033.4,-0.73,70.29,2.0,0.0,0,260,0,236,307,0,,"Portfolio forecast WAPE was 68.29% against realized demand. Used $10,000.00 of planned borrowing."
2,Team 01,Premium Quality,2,1,0,0,0,180,177.41,-2.59,13.59,0.0766,0,189.47,184,184,283,65.02,51.34,0.005,182,177.41,176,0,0,28,76,0.9921,33346.08,9446.56,10380.18,320.0,39.6,0.0,936.0,3000.0,0.0,6918.95,0.0,0.0,41334.27,0.0,False,24122.34,9223.74,76.59,75.75,2.0,0.0,22,76,184,184,184,0,,Portfolio forecast WAPE was 7.66% against realized demand.
2,Team 02,Sponsorship Growth,3,1,0,0,0,415,231.64,-183.36,183.36,0.7916,161,112.82,384,0,387,0.0,37.82,0.1261,0,231.64,69,78,83,0,0,0.2979,7784.48,18002.32,0.0,0.0,128.5,830.0,2088.0,1500.0,154.0,1050.0,3500.0,0.0,11008.47,7000.0,True,22702.82,-14918.34,-149.95,30.1,2.0,5.01,69,0,0,0,476,0,,"Portfolio forecast WAPE was 79.16% against realized demand. Lost 78 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
2,Team 03,Engineering Challenger,2,1,0,0,0,200,182.56,-17.44,20.1,0.1101,60,161.34,200,90,319,28.21,43.3,0.005,88,182.56,122,36,24,0,0,0.6683,19683.0,9352.8,5267.7,0.0,27.46,240.0,864.0,2500.0,44.0,300.0,1000.0,0.0,34240.27,2000.0,False,18295.96,1387.04,41.27,57.67,2.0,0.0,34,90,0,90,216,0,,"Portfolio forecast WAPE was 11.01% against realized demand. Lost 36 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
2,Team 04,Low-Cost Volume,3,1,0,0,0,355,230.68,-124.32,126.54,0.5486,4,108.52,348,348,454,76.65,34.21,0.0468,331,230.68,226,0,4,224,55,0.9797,24524.85,11323.51,14224.26,1454.0,478.72,40.0,936.0,9000.0,308.0,20800.44,7000.0,0.0,16418.46,14000.0,True,37764.49,-13239.64,-6.64,45.51,1.33,10.38,119,72,331,348,331,0,,"Portfolio forecast WAPE was 54.86% against realized demand. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
2,Team 05,Community / Club,3,1,0,0,0,207,242.4,35.4,72.9,0.3007,162,122.67,225,75,303,24.75,35.31,0.0232,72,242.4,91,150,12,0,0,0.3577,11162.88,6497.04,3314.82,0.0,98.16,120.0,0.0,750.0,0.0,0.0,0.0,0.0,31958.47,0.0,False,10780.02,382.86,13.77,37.84,1.67,20.05,19,75,0,75,184,12,,Portfolio forecast WAPE was 30.07% against realized demand. Lost 150 sales units across the portfolio. Carried 12 backlog units into next round.
2,Team 06,Premium Quality,2,1,0,0,0,278,182.29,-95.71,95.71,0.525,90,166.2,236,24,330,7.27,44.84,0.0075,22,182.29,91,40,50,0,0,0.4992,15123.84,13765.88,1760.88,0.0,30.66,500.0,2232.0,4000.0,440.0,3000.0,10000.0,0.0,30945.02,20000.0,True,22729.42,-7605.58,-4.76,60.23,2.0,0.0,69,24,0,24,307,0,,"Portfolio forecast WAPE was 52.50% against realized demand. Lost 40 sales units across the portfolio. Carried 50 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 01,Premium Quality,2,1,0,0,0,180,192.51,12.51,41.73,0.2168,23,190.09,184,184,296,62.16,52.41,0.005,182,192.51,169,9,14,41,76,0.8779,32125.68,9643.44,10594.49,398.0,38.02,140.0,936.0,3000.0,0.0,8492.7,0.0,0.0,48710.0,0.0,False,24749.95,7375.73,70.12,77.41,2.0,7.51,28,76,184,184,184,0,,Portfolio forecast WAPE was 21.68% against realized demand. Lost 9 sales units across the portfolio. Carried 14 backlog units into next round.
