round_number,team_name,product_id,product_name,slot_name,target_segment,lifecycle_stage,age_in_rounds,tech_generation,cannibalization_group,selling_price_per_unit,forecast_units,planned_production_units,actual_production_units,defect_rate,good_units_produced,demand_allocated,actual_demand_units,sales_units,lost_sales_units,ending_inventory,fill_rate,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,revenue,production_cost,holding_cost,warranty_cost,allocated_procurement_cost,allocated_backlog_cost,allocated_expansion_cost,contribution_margin_per_unit,profit_contribution,beginning_inventory,backlog_units_start,backlog_units_end,tech_gap_to_market,tech_attractiveness_adjustment,cannibalization_in_units,cannibalization_out_units,launched_this_round,launch_event,retired_this_round,retirement_liquidation_revenue,notes
1,Team 01,team_01_A,Elite Spin Pro,A,premium,launch,1,3,tour,209.52,85,87,87,0.005,86,79.04,79.04,79,0,7,0.9995,-5.96,5.96,-0.0701,0.0754,16552.08,4816.32,113.87,17.78,4374.36,0.0,442.57,103.88,5312.08,0,0,0,1,1.062,0.0,0.0,False,,False,0.0,
1,Team 01,team_01_B,Control Tour,B,mid,growth,2,2,tour,168.48,95,97,97,0.005,96,81.71,81.71,81,0,15,0.9913,-13.29,13.29,-0.1399,0.1626,13646.88,5348.58,170.13,18.23,4877.16,0.0,493.43,63.06,1214.45,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,
1,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.82,0.0,0,0,0,-1,0.912,0.0,0.0,False,,False,0.0,
1,Team 02,team_02_A,Momentum Edge,A,mid,launch,1,2,power,128.48,158,146,122,0.0432,116,78.81,78.81,78,0,38,0.9898,-79.19,79.19,-0.5012,1.0049,10021.44,6673.4,228.0,151.61,6720.02,0.0,796.05,36.75,-5048.24,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 146 to 122 by shared capacity or materials.
1,Team 02,team_02_B,Rise Power,B,premium,growth,2,3,power,156.64,112,104,86,0.0428,82,81.27,81.27,81,0,1,0.9967,-30.73,30.73,-0.2744,0.3782,12687.84,4897.7,6.0,156.15,4737.06,0.0,561.15,62.66,1813.56,0,0,0,1,1.062,0.0,0.0,False,,False,0.0,Production capped from 104 to 86 by shared capacity or materials.
1,Team 02,team_02_C,Court Wave,C,beginner,growth,3,1,entry,91.52,145,134,112,0.0461,106,76.07,76.07,76,0,30,0.9991,-68.93,68.93,-0.4754,0.9062,6955.52,6180.16,180.0,157.69,6169.2,0.0,730.8,-0.69,-6945.51,0,0,0,-1,0.968,0.0,0.0,False,,False,0.0,Production capped from 134 to 112 by shared capacity or materials.
1,Team 03,team_03_A,Vector X,A,premium,growth,2,3,engineered,184.0,90,90,90,0.005,89,85.93,85.93,85,0,4,0.9892,-4.07,4.07,-0.0453,0.0474,15640.0,4857.3,105.0,19.12,4121.28,0.0,388.8,87.63,4847.39,0,0,0,1,1.062,0.0,0.0,False,,False,0.0,
1,Team 03,team_03_B,Axis Control,B,mid,launch,1,2,engineered,149.0,110,110,110,0.0077,109,79.17,79.17,79,0,30,0.9978,-30.83,30.83,-0.2802,0.3893,11771.0,5869.6,279.0,27.35,5037.12,0.0,475.2,53.24,-1116.16,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,
1,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.38,0.0,0,0,0,-1,0.968,0.0,0.0,False,,False,0.0,
1,Team 04,team_04_A,Starter Pop,A,beginner,growth,2,1,entry,93.45,144,141,141,0.0484,134,82.76,82.76,82,0,52,0.9908,-61.24,61.24,-0.4253,0.7399,7662.9,5583.6,370.34,178.52,4492.75,0.0,379.24,20.35,-6837.24,0,0,0,-1,0.968,7.94,0.0,False,,False,0.0,
