round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
1,Team 01,Premium Quality,2,1,0,0,0,180,108.26,-71.74,71.74,0.6627,0,188.42,184,184,270,68.15,43.04,0.005,182,108.26,107,0,0,75,76,0.9884,20161.44,7919.36,10154.79,602.0,24.08,0.0,936.0,3000.0,0.0,10638.22,0.0,0.0,23109.21,0.0,False,22636.23,-2474.79,19.28,70.56,2.0,0.0,0,260,0,184,184,0,,Portfolio forecast WAPE was 66.27% against realized demand.
1,Team 02,Sponsorship Growth,3,1,0,0,0,415,170.68,-244.32,244.32,1.4315,0,124.76,384,320,358,89.39,31.7,0.0387,306,170.68,170,0,0,136,0,0.996,21209.76,15089.2,15989.3,816.0,296.07,0.0,2088.0,1500.0,77.0,11631.65,3500.0,0.0,18038.19,3500.0,False,35855.57,-14645.81,-59.79,62.56,2.0,0.0,0,320,0,320,476,0,,"Portfolio forecast WAPE was 143.15% against realized demand. Used $3,500.00 of planned borrowing."
1,Team 03,Engineering Challenger,2,1,0,0,0,200,112.04,-87.96,87.96,0.7851,0,166.66,200,200,307,65.15,36.29,0.005,198,112.04,111,0,0,87,90,0.9907,18499.0,7838.64,10375.8,702.0,24.98,0.0,864.0,2500.0,22.0,11086.8,1000.0,0.0,24315.58,1000.0,False,22327.42,-3828.42,2.34,62.59,2.0,0.0,0,290,0,200,216,0,,"Portfolio forecast WAPE was 78.51% against realized demand. Used $1,000.00 of planned borrowing."
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,164.08,-190.92,190.92,1.1636,0,107.79,348,348,441,78.91,28.67,0.0436,332,164.08,163,0,0,169,72,0.9934,17569.65,9489.77,13049.88,1158.0,324.94,0.0,936.0,9000.0,154.0,14296.91,7000.0,0.0,19689.06,7000.0,False,34112.59,-16542.94,-32.48,47.94,1.33,7.74,0,420,0,348,331,0,,"Portfolio forecast WAPE was 116.36% against realized demand. Used $7,000.00 of planned borrowing."
1,Team 05,Community / Club,3,1,0,0,0,207,172.94,-34.06,51.08,0.2954,5,131.44,225,225,303,74.26,29.6,0.0206,219,172.94,166,0,5,53,75,0.9599,21819.84,5446.4,8859.81,468.0,151.88,50.0,0.0,750.0,0.0,5875.78,0.0,0.0,29133.75,0.0,False,15726.09,6093.75,44.35,62.04,1.67,8.51,0,300,0,225,184,0,,Portfolio forecast WAPE was 29.54% against realized demand. Carried 5 backlog units into next round.
1,Team 06,Premium Quality,2,1,0,0,0,278,112.0,-166.0,166.0,1.4821,0,166.85,236,236,299,78.93,37.59,0.0056,234,112.0,111,0,0,123,24,0.9911,18520.32,11540.13,13389.08,786.0,27.76,0.0,2232.0,4000.0,220.0,14003.94,10000.0,0.0,21909.35,10000.0,True,32194.97,-13674.65,-57.99,69.78,2.0,0.0,0,260,0,236,307,0,,"Portfolio forecast WAPE was 148.21% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
2,Team 01,Premium Quality,2,1,0,0,0,180,112.43,-67.57,67.57,0.601,0,189.18,184,184,283,65.02,44.1,0.005,182,112.43,111,0,0,146,76,0.9873,20999.52,8114.4,10370.94,1028.0,24.98,0.0,936.0,3000.0,0.0,18019.32,0.0,0.0,20634.41,0.0,False,23474.32,-2474.8,22.43,75.1,2.0,0.0,75,76,184,184,184,0,,Portfolio forecast WAPE was 60.10% against realized demand.
2,Team 02,Sponsorship Growth,3,1,0,0,0,415,166.77,-248.23,248.23,1.4885,30,121.24,384,0,387,0.0,32.48,0.1099,0,166.77,135,0,30,1,0,0.8095,16368.0,15460.48,0.0,6.0,220.18,300.0,2088.0,1500.0,154.0,1050.0,3500.0,0.0,18177.53,7000.0,True,19728.66,-3360.66,5.09,49.66,2.0,3.83,136,0,0,0,476,0,,"Portfolio forecast WAPE was 148.85% against realized demand. Carried 30 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
2,Team 03,Engineering Challenger,2,1,0,0,0,200,116.6,-83.4,83.4,0.7153,0,166.04,200,200,319,62.7,37.19,0.005,198,116.6,115,0,0,170,106,0.9863,19095.0,8033.04,10603.6,1232.0,25.87,0.0,864.0,2500.0,44.0,19577.5,1000.0,0.0,21108.07,2000.0,True,23302.51,-4207.51,3.76,66.37,2.0,0.0,87,90,216,200,216,0,,"Portfolio forecast WAPE was 71.53% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
2,Team 04,Low-Cost Volume,3,1,0,0,0,355,167.19,-187.81,187.81,1.1233,0,108.31,348,348,454,76.65,29.38,0.0426,332,167.19,166,0,0,335,55,0.9929,17979.15,9724.78,13345.95,2120.0,320.85,0.0,936.0,9000.0,308.0,26405.59,7000.0,0.0,8912.63,14000.0,True,35755.58,-17776.43,-32.61,47.24,1.33,7.68,169,72,331,348,331,0,,"Portfolio forecast WAPE was 112.33% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
