round_number,team_name,product_id,slot_name,product_name,forecast_units,actual_demand_units,actual_sales_units,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value
1,Team 01,team_01_A,A,Elite Spin Pro,85,52.5,52,-32.5,32.5,-0.3824,0.619
1,Team 01,team_01_B,B,Control Tour,95,55.76,55,-39.24,39.24,-0.4131,0.7038
1,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
1,Team 02,team_02_A,A,Momentum Edge,158,56.16,56,-101.84,101.84,-0.6445,1.8132
1,Team 02,team_02_B,B,Rise Power,112,55.49,55,-56.51,56.51,-0.5046,1.0185
1,Team 02,team_02_C,C,Court Wave,145,59.03,59,-85.97,85.97,-0.5929,1.4564
1,Team 03,team_03_A,A,Vector X,90,56.82,56,-33.18,33.18,-0.3686,0.5838
1,Team 03,team_03_B,B,Axis Control,110,55.22,55,-54.78,54.78,-0.498,0.9919
1,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
1,Team 04,team_04_A,A,Starter Pop,144,65.78,65,-78.22,78.22,-0.5432,1.1893
1,Team 04,team_04_B,B,Club Value,125,42.07,42,-82.93,82.93,-0.6634,1.9713
1,Team 04,team_04_C,C,Flex Edge,86,56.23,56,-29.77,29.77,-0.3462,0.5294
1,Team 05,team_05_A,A,Club Control,83,68.88,68,-14.12,14.12,-0.1701,0.205
1,Team 05,team_05_B,B,Court Starter,72,43.55,43,-28.45,28.45,-0.3951,0.6532
1,Team 05,team_05_C,C,Club Spin,52,60.51,55,8.51,8.51,0.1636,0.1406
1,Team 06,team_06_A,A,Elite Spin Pro,132,52.84,52,-79.16,79.16,-0.5997,1.4983
1,Team 06,team_06_B,B,Control Tour,146,59.16,59,-86.84,86.84,-0.5948,1.4677
1,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
2,Team 01,team_01_A,A,Elite Spin Pro,85,56.59,56,-28.41,28.41,-0.3342,0.502
2,Team 01,team_01_B,B,Control Tour,95,55.84,55,-39.16,39.16,-0.4122,0.7013
2,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
2,Team 02,team_02_A,A,Momentum Edge,158,62.05,61,-95.95,95.95,-0.6073,1.5464
2,Team 02,team_02_B,B,Rise Power,112,57.0,27,-55.0,55.0,-0.4911,0.9649
2,Team 02,team_02_C,C,Court Wave,145,47.72,47,-97.28,97.28,-0.6709,2.0389
2,Team 03,team_03_A,A,Vector X,90,56.92,56,-33.08,33.08,-0.3676,0.5812
2,Team 03,team_03_B,B,Axis Control,110,59.68,59,-50.32,50.32,-0.4575,0.8432
2,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
2,Team 04,team_04_A,A,Starter Pop,144,65.28,65,-78.72,78.72,-0.5466,1.2058
2,Team 04,team_04_B,B,Club Value,125,41.74,41,-83.26,83.26,-0.666,1.9944
2,Team 04,team_04_C,C,Flex Edge,86,60.17,60,-25.83,25.83,-0.3003,0.4293
2,Team 05,team_05_A,A,Club Control,83,51.48,51,-31.52,31.52,-0.3797,0.6122
2,Team 05,team_05_B,B,Court Starter,72,45.0,45,-27.0,27.0,-0.375,0.5999
2,Team 05,team_05_C,C,Club Spin,52,72.51,56,20.51,20.51,0.3944,0.2828
2,Team 06,team_06_A,A,Elite Spin Pro,132,56.9,56,-75.1,75.1,-0.5689,1.3198
2,Team 06,team_06_B,B,Control Tour,146,59.12,59,-86.88,86.88,-0.5951,1.4697
2,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
3,Team 01,team_01_A,A,Elite Spin Pro,85,64.95,64,-20.05,20.05,-0.2359,0.3087
3,Team 01,team_01_B,B,Control Tour,95,47.8,47,-47.2,47.2,-0.4969,0.9876
3,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
3,Team 02,team_02_A,A,Momentum Edge,158,67.4,68,-90.6,90.6,-0.5734,1.3443
3,Team 02,team_02_B,B,Rise Power,112,46.96,75,-65.04,65.04,-0.5807,1.3849
3,Team 02,team_02_C,C,Court Wave,145,49.98,49,-95.02,95.02,-0.6553,1.901
3,Team 03,team_03_A,A,Vector X,90,49.53,49,-40.47,40.47,-0.4497,0.8171
3,Team 03,team_03_B,B,Axis Control,110,67.34,67,-42.66,42.66,-0.3878,0.6336
3,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
3,Team 04,team_04_A,A,Starter Pop,144,56.67,56,-87.33,87.33,-0.6064,1.541
3,Team 04,team_04_B,B,Club Value,125,46.57,46,-78.43,78.43,-0.6275,1.6842
3,Team 04,team_04_C,C,Flex Edge,86,65.67,65,-20.33,20.33,-0.2364,0.3096
3,Team 05,team_05_A,A,Club Control,83,54.42,54,-28.58,28.58,-0.3444,0.5253
3,Team 05,team_05_B,B,Court Starter,72,47.53,47,-24.47,24.47,-0.3398,0.5148
3,Team 05,team_05_C,C,Club Spin,52,76.64,54,24.64,24.64,0.4739,0.3215
3,Team 06,team_06_A,A,Elite Spin Pro,132,65.41,65,-66.59,66.59,-0.5045,1.018
3,Team 06,team_06_B,B,Control Tour,146,50.13,50,-95.87,95.87,-0.6567,1.9125
3,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 01,team_01_A,A,Elite Spin Pro,85,61.08,61,-23.92,23.92,-0.2814,0.3917
4,Team 01,team_01_B,B,Control Tour,95,52.59,52,-42.41,42.41,-0.4464,0.8064
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 02,team_02_A,A,Momentum Edge,158,60.84,60,-97.16,97.16,-0.6149,1.597
4,Team 02,team_02_B,B,Rise Power,112,52.78,52,-59.22,59.22,-0.5288,1.1221
4,Team 02,team_02_C,C,Court Wave,145,56.55,56,-88.45,88.45,-0.61,1.5642
4,Team 03,team_03_A,A,Vector X,90,56.0,56,-34.0,34.0,-0.3778,0.6071
4,Team 03,team_03_B,B,Axis Control,110,61.07,61,-48.93,48.93,-0.4448,0.8012
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 04,team_04_A,A,Starter Pop,144,59.01,59,-84.99,84.99,-0.5902,1.4403
4,Team 04,team_04_B,B,Club Value,115,38.82,38,-76.18,76.18,-0.6624,1.9624
4,Team 04,team_04_C,C,Team 04 NextGen,86,81.07,79,-4.93,4.93,-0.0573,0.0608
4,Team 05,team_05_A,A,Club Control,83,59.75,59,-23.25,23.25,-0.2802,0.3892
4,Team 05,team_05_B,B,Court Starter,66,43.0,42,-23.0,23.0,-0.3485,0.5349
4,Team 05,team_05_C,C,Club Spin,52,65.92,47,13.92,13.92,0.2677,0.2111
4,Team 06,team_06_A,A,Elite Spin Pro,132,61.44,61,-70.56,70.56,-0.5345,1.1484
4,Team 06,team_06_B,B,Control Tour,146,55.09,55,-90.91,90.91,-0.6227,1.6503
4,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
5,Team 01,team_01_A,A,Elite Spin Pro,85,67.92,67,-17.08,17.08,-0.201,0.2516
5,Team 01,team_01_B,B,Control Tour,95,58.37,58,-36.63,36.63,-0.3856,0.6276
5,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
5,Team 02,team_02_A,A,Momentum Edge,158,66.63,66,-91.37,91.37,-0.5783,1.3712
5,Team 02,team_02_B,B,Rise Power,112,57.84,57,-54.16,54.16,-0.4835,0.9362
5,Team 02,team_02_C,C,Court Wave,133,50.55,50,-82.45,82.45,-0.6199,1.6311
