round_number,team_name,product_id,product_name,slot_name,target_segment,lifecycle_stage,age_in_rounds,tech_generation,cannibalization_group,selling_price_per_unit,forecast_units,planned_production_units,actual_production_units,defect_rate,good_units_produced,demand_allocated,actual_demand_units,sales_units,lost_sales_units,ending_inventory,fill_rate,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,revenue,production_cost,holding_cost,warranty_cost,allocated_procurement_cost,allocated_backlog_cost,allocated_expansion_cost,contribution_margin_per_unit,profit_contribution,beginning_inventory,backlog_units_start,backlog_units_end,tech_gap_to_market,tech_attractiveness_adjustment,cannibalization_in_units,cannibalization_out_units,launched_this_round,launch_event,retired_this_round,retirement_liquidation_revenue,notes
1,Team 01,team_01_A,Elite Spin Pro,A,premium,launch,1,3,tour,209.52,85,87,87,0.005,86,80.06,80.06,80,0,6,0.9993,-4.94,4.94,-0.0582,0.0617,16761.6,4960.74,107.87,18.0,3818.43,0.0,442.57,108.61,5926.08,0,0,0,1,1.07,0.0,0.0,False,,False,0.0,
1,Team 01,team_01_B,Control Tour,B,mid,growth,2,2,tour,168.48,95,97,97,0.005,96,81.36,81.36,81,0,15,0.9956,-13.64,13.64,-0.1436,0.1677,13646.88,5367.01,170.13,18.23,4257.33,0.0,493.43,69.26,1828.66,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,
1,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.59,0.0,0,0,0,-1,0.901,0.0,0.0,False,,False,0.0,
1,Team 02,team_02_A,Momentum Edge,A,mid,launch,1,2,power,128.48,158,146,122,0.0378,117,78.36,78.36,78,0,39,0.9954,-79.64,79.64,-0.504,1.0163,10021.44,6154.9,234.0,132.69,5867.09,0.0,796.05,45.7,-3672.32,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 146 to 122 by shared capacity or materials.
1,Team 02,team_02_B,Rise Power,B,premium,growth,2,3,power,156.64,112,104,86,0.0374,82,82.43,82.43,82,0,0,0.9947,-29.57,29.57,-0.264,0.3587,12844.48,4550.26,0.0,138.19,4135.82,0.0,561.15,71.4,2923.58,0,0,0,1,1.07,0.0,0.0,False,,False,0.0,Production capped from 104 to 86 by shared capacity or materials.
1,Team 02,team_02_C,Court Wave,C,beginner,growth,3,1,entry,91.52,145,134,112,0.0407,107,70.12,70.12,70,0,37,0.9983,-74.88,74.88,-0.5164,1.0679,6406.4,5585.44,222.0,128.26,5386.18,0.0,730.8,9.32,-6101.76,0,0,0,-1,0.963,0.0,0.0,False,,False,0.0,Production capped from 134 to 112 by shared capacity or materials.
1,Team 03,team_03_A,Vector X,A,premium,growth,2,3,engineered,184.0,90,90,90,0.005,89,87.25,87.25,87,0,2,0.9971,-2.75,2.75,-0.0306,0.0315,16008.0,4851.9,93.0,19.57,3597.37,0.0,388.8,93.08,5744.19,0,0,0,1,1.07,0.0,0.0,False,,False,0.0,
1,Team 03,team_03_B,Axis Control,B,mid,launch,1,2,engineered,149.0,110,110,110,0.005,109,78.86,78.86,78,0,31,0.9891,-31.14,31.14,-0.2831,0.395,11622.0,5706.8,285.0,17.55,4396.79,0.0,475.2,60.11,-446.17,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,
1,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.81,0.0,0,0,0,-1,0.963,0.0,0.0,False,,False,0.0,
1,Team 04,team_04_A,Starter Pop,A,beginner,growth,2,1,entry,93.45,144,141,141,0.0442,134,74.62,74.62,74,0,60,0.9917,-69.38,69.38,-0.4818,0.9297,6915.3,5297.37,418.34,147.35,3921.44,0.0,379.24,26.64,-6635.4,0,0,0,-1,0.963,7.26,0.0,False,,False,0.0,
1,Team 04,team_04_B,Club Value,B,beginner,maturity,4,1,entry,102.9,125,123,123,0.0403,118,49.08,49.08,49,0,69,0.9983,-75.92,75.92,-0.6073,1.5466,5042.1,4676.46,464.9,88.97,3420.83,0.0,330.83,35.64,-6167.74,0,0,0,-1,0.963,0.0,9.03,False,,False,0.0,
1,Team 04,team_04_C,Flex Edge,C,mid,launch,1,2,hybrid,128.1,86,84,84,0.0473,80,74.58,74.58,74,0,6,0.9922,-11.42,11.42,-0.1328,0.1531,9479.4,3312.12,70.76,157.59,2336.18,0.0,225.93,59.43,-8.37,0,0,0,0,1.0,1.76,0.0,False,,False,0.0,
1,Team 05,team_05_A,Club Control,A,mid,growth,3,2,club,134.64,83,90,90,0.0196,88,93.37,93.37,88,3,0,0.9425,10.37,10.37,0.1249,0.111,11848.32,3607.2,60.0,77.63,2221.98,20.0,0.0,64.37,5554.88,0,0,2,0,1.0,5.37,0.0,False,,False,0.0,Lost 3 sales units. Carried 2 backlog units.
1,Team 05,team_05_B,Court Starter,B,beginner,maturity,4,1,club,104.04,72,78,78,0.0223,76,52.57,52.57,52,0,24,0.9892,-19.43,19.43,-0.2699,0.3697,5410.08,3068.52,196.0,52.23,1925.72,0.0,0.0,34.51,-5.03,0,0,0,-1,0.963,0.0,10.28,False,,False,0.0,
1,Team 05,team_05_C,Club Spin,C,mid,launch,1,2,club,148.92,52,57,57,0.0197,55,82.43,82.43,55,17,0,0.6672,30.43,30.43,0.5852,0.3692,8190.6,2343.84,38.0,48.71,1407.26,100.0,0.0,77.61,3982.06,0,0,10,0,1.0,4.91,0.0,False,,False,0.0,Lost 17 sales units. Carried 10 backlog units.
1,Team 06,team_06_A,Elite Spin Pro,A,premium,launch,1,3,tour,186.24,132,112,112,0.0062,111,81.75,81.75,81,0,30,0.9909,-50.25,50.25,-0.3807,0.6147,15085.44,6586.72,202.78,22.57,5584.49,0.0,1059.25,89.1,-329.43,0,0,0,1,1.07,0.0,0.0,False,,False,0.0,
1,Team 06,team_06_B,Control Tour,B,mid,growth,2,2,tour,149.76,146,124,124,0.005,123,85.16,85.16,85,0,38,0.9981,-60.84,60.84,-0.4167,0.7143,12729.6,7039.48,253.22,19.12,6182.82,0.0,1172.75,54.66,-3978.73,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,
1,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.03,0.0,0,0,0,-1,0.901,0.0,0.0,False,,False,0.0,
